county_code,county_name,county_display,constituency_code,constituency_name,constituency_display,ward_code,ward_name,ward_display,registered_voters_2022
001,MOMBASA,Mombasa,001,CHANGAMWE,Changamwe,0001,PORT REITZ,Port Reitz,17817
001,MOMBASA,Mombasa,001,CHANGAMWE,Changamwe,0002,KIPEVU,Kipevu,16132
001,MOMBASA,Mombasa,001,CHANGAMWE,Changamwe,0003,AIRPORT,Airport,18557
001,MOMBASA,Mombasa,001,CHANGAMWE,Changamwe,0004,CHANGAMWE,Changamwe,18182
001,MOMBASA,Mombasa,001,CHANGAMWE,Changamwe,0005,CHAANI,Chaani,22873
001,MOMBASA,Mombasa,002,JOMVU,Jomvu,0006,JOMVU KUU,Jomvu Kuu,24243
001,MOMBASA,Mombasa,002,JOMVU,Jomvu,0007,MIRITINI,Miritini,18048
001,MOMBASA,Mombasa,002,JOMVU,Jomvu,0008,MIKINDANI,Mikindani,32794
001,MOMBASA,Mombasa,003,KISAUNI,Kisauni,0009,MJAMBERE,Mjambere,22692
001,MOMBASA,Mombasa,003,KISAUNI,Kisauni,0010,JUNDA,Junda,25602
001,MOMBASA,Mombasa,003,KISAUNI,Kisauni,0011,BAMBURI,Bamburi,20470
001,MOMBASA,Mombasa,003,KISAUNI,Kisauni,0012,MWAKIRUNGE,Mwakirunge,6423
001,MOMBASA,Mombasa,003,KISAUNI,Kisauni,0013,MTOPANGA,Mtopanga,19474
001,MOMBASA,Mombasa,003,KISAUNI,Kisauni,0014,MAGOGONI,Magogoni,15105
001,MOMBASA,Mombasa,003,KISAUNI,Kisauni,0015,SHANZU,Shanzu,25510
001,MOMBASA,Mombasa,004,NYALI,Nyali,0016,FRERE TOWN,Frere Town,24849
001,MOMBASA,Mombasa,004,NYALI,Nyali,0017,ZIWA LA NG'OMBE,Ziwa la Ng'ombe,23296
001,MOMBASA,Mombasa,004,NYALI,Nyali,0018,MKOMANI,Mkomani,24154
001,MOMBASA,Mombasa,004,NYALI,Nyali,0019,KONGOWEA,Kongowea,28846
001,MOMBASA,Mombasa,004,NYALI,Nyali,0020,KADZANDANI,Kadzandani,23108
001,MOMBASA,Mombasa,005,LIKONI,Likoni,0021,MTONGWE,Mtongwe,13937
001,MOMBASA,Mombasa,005,LIKONI,Likoni,0022,SHIKA ADABU,Shika Adabu,15437
001,MOMBASA,Mombasa,005,LIKONI,Likoni,0023,BOFU,Bofu,18188
001,MOMBASA,Mombasa,005,LIKONI,Likoni,0024,LIKONI,Likoni,13273
001,MOMBASA,Mombasa,005,LIKONI,Likoni,0025,TIMBWANI,Timbwani,33929
001,MOMBASA,Mombasa,006,MVITA,Mvita,0026,MJI WA KALE/MAKADARA,Mji wa Kale/Makadara,22341
001,MOMBASA,Mombasa,006,MVITA,Mvita,0027,TUDOR,Tudor,22926
001,MOMBASA,Mombasa,006,MVITA,Mvita,0028,TONONOKA,Tononoka,23379
001,MOMBASA,Mombasa,006,MVITA,Mvita,0029,SHIMANZI/GANJONI,Shimanzi/Ganjoni,18556
001,MOMBASA,Mombasa,006,MVITA,Mvita,0030,MAJENGO,Majengo,31772
002,KWALE,Kwale,007,MSAMBWENI,Msambweni,0031,GOMBATO BONGWE,Gombato Bongwe,20551
002,KWALE,Kwale,007,MSAMBWENI,Msambweni,0032,UKUNDA,Ukunda,24331
002,KWALE,Kwale,007,MSAMBWENI,Msambweni,0033,KINONDO,Kinondo,13463
002,KWALE,Kwale,007,MSAMBWENI,Msambweni,0034,RAMISI,Ramisi,23916
002,KWALE,Kwale,008,LUNGALUNGA,Lungalunga,0035,PONGWE/KIKONENI,Pongwe/Kikoneni,18833
002,KWALE,Kwale,008,LUNGALUNGA,Lungalunga,0036,DZOMBO,Dzombo,14688
002,KWALE,Kwale,008,LUNGALUNGA,Lungalunga,0037,MWERENI,Mwereni,15589
002,KWALE,Kwale,008,LUNGALUNGA,Lungalunga,0038,VANGA,Vanga,15744
002,KWALE,Kwale,009,MATUGA,Matuga,0039,TSIMBA GOLINI,Tsimba Golini,20453
002,KWALE,Kwale,009,MATUGA,Matuga,0040,WAA,Waa,20681
002,KWALE,Kwale,009,MATUGA,Matuga,0041,TIWI,Tiwi,11016
002,KWALE,Kwale,009,MATUGA,Matuga,0042,KUBO SOUTH,Kubo South,12087
002,KWALE,Kwale,009,MATUGA,Matuga,0043,MKONGANI,Mkongani,18778
002,KWALE,Kwale,010,KINANGO,Kinango,0044,NDAVAYA,Ndavaya,12743
002,KWALE,Kwale,010,KINANGO,Kinango,0045,PUMA,Puma,9844
002,KWALE,Kwale,010,KINANGO,Kinango,0046,KINANGO,Kinango,15597
002,KWALE,Kwale,010,KINANGO,Kinango,0047,MACKINNON ROAD,Mackinnon Road,14214
002,KWALE,Kwale,010,KINANGO,Kinango,0048,CHENGONI/SAMBURU,Chengoni/Samburu,15037
002,KWALE,Kwale,010,KINANGO,Kinango,0049,MWAVUMBO,Mwavumbo,16243
002,KWALE,Kwale,010,KINANGO,Kinango,0050,KASEMENI,Kasemeni,14445
003,KILIFI,Kilifi,011,KILIFI NORTH,Kilifi North,0051,TEZO,Tezo,14830
003,KILIFI,Kilifi,011,KILIFI NORTH,Kilifi North,0052,SOKONI,Sokoni,23955
003,KILIFI,Kilifi,011,KILIFI NORTH,Kilifi North,0053,KIBARANI,Kibarani,15655
003,KILIFI,Kilifi,011,KILIFI NORTH,Kilifi North,0054,DABASO,Dabaso,13717
003,KILIFI,Kilifi,011,KILIFI NORTH,Kilifi North,0055,MATSANGONI,Matsangoni,15168
003,KILIFI,Kilifi,011,KILIFI NORTH,Kilifi North,0056,WATAMU,Watamu,15341
003,KILIFI,Kilifi,011,KILIFI NORTH,Kilifi North,0057,MNARANI,Mnarani,18076
003,KILIFI,Kilifi,012,KILIFI SOUTH,Kilifi South,0058,JUNJU,Junju,15747
003,KILIFI,Kilifi,012,KILIFI SOUTH,Kilifi South,0059,MWARAKAYA,Mwarakaya,12714
003,KILIFI,Kilifi,012,KILIFI SOUTH,Kilifi South,0060,SHIMO LA TEWA,Shimo la Tewa,32052
003,KILIFI,Kilifi,012,KILIFI SOUTH,Kilifi South,0061,CHASIMBA,Chasimba,14090
003,KILIFI,Kilifi,012,KILIFI SOUTH,Kilifi South,0062,MTEPENI,Mtepeni,23093
003,KILIFI,Kilifi,013,KALOLENI,Kaloleni,0063,MARIAKANI,Mariakani,21332
003,KILIFI,Kilifi,013,KALOLENI,Kaloleni,0064,KAYAFUNGO,Kayafungo,14897
003,KILIFI,Kilifi,013,KALOLENI,Kaloleni,0065,KALOLENI,Kaloleni,25995
003,KILIFI,Kilifi,013,KALOLENI,Kaloleni,0066,MWANAMWINGA,Mwanamwinga,10785
003,KILIFI,Kilifi,014,RABAI,Rabai,0067,MWAWESA,Mwawesa,8793
003,KILIFI,Kilifi,014,RABAI,Rabai,0068,RURUMA,Ruruma,12058
003,KILIFI,Kilifi,014,RABAI,Rabai,0069,KAMBE/RIBE,Kambe/Ribe,11119
003,KILIFI,Kilifi,014,RABAI,Rabai,0070,RABAI/KISURUTINI,Rabai/Kisurutini,27195
003,KILIFI,Kilifi,015,GANZE,Ganze,0071,GANZE,Ganze,16586
003,KILIFI,Kilifi,015,GANZE,Ganze,0072,BAMBA,Bamba,18599
003,KILIFI,Kilifi,015,GANZE,Ganze,0073,JARIBUNI,Jaribuni,12782
003,KILIFI,Kilifi,015,GANZE,Ganze,0074,SOKOKE,Sokoke,19290
003,KILIFI,Kilifi,016,MALINDI,Malindi,0075,JILORE,Jilore,10464
003,KILIFI,Kilifi,016,MALINDI,Malindi,0076,KAKUYUNI,Kakuyuni,8750
003,KILIFI,Kilifi,016,MALINDI,Malindi,0077,GANDA,Ganda,18566
003,KILIFI,Kilifi,016,MALINDI,Malindi,0078,MALINDI TOWN,Malindi Town,30570
003,KILIFI,Kilifi,016,MALINDI,Malindi,0079,SHELLA,Shella,26255
003,KILIFI,Kilifi,017,MAGARINI,Magarini,0080,MARAFA,Marafa,9026
003,KILIFI,Kilifi,017,MAGARINI,Magarini,0081,MAGARINI,Magarini,17099
003,KILIFI,Kilifi,017,MAGARINI,Magarini,0082,GONGONI,Gongoni,17685
003,KILIFI,Kilifi,017,MAGARINI,Magarini,0083,ADU,Adu,16263
003,KILIFI,Kilifi,017,MAGARINI,Magarini,0084,GARASHI,Garashi,10466
003,KILIFI,Kilifi,017,MAGARINI,Magarini,0085,SABAKI,Sabaki,9589
004,TANA RIVER,Tana River,018,GARSEN,Garsen,0086,KIPINI EAST,Kipini East,7898
004,TANA RIVER,Tana River,018,GARSEN,Garsen,0087,GARSEN SOUTH,Garsen South,9990
004,TANA RIVER,Tana River,018,GARSEN,Garsen,0088,KIPINI WEST,Kipini West,9180
004,TANA RIVER,Tana River,018,GARSEN,Garsen,0089,GARSEN CENTRAL,Garsen Central,8256
004,TANA RIVER,Tana River,018,GARSEN,Garsen,0090,GARSEN WEST,Garsen West,10999
004,TANA RIVER,Tana River,018,GARSEN,Garsen,0091,GARSEN NORTH,Garsen North,9130
004,TANA RIVER,Tana River,019,GALOLE,Galole,0092,KINAKOMBA,Kinakomba,8318
004,TANA RIVER,Tana River,019,GALOLE,Galole,0093,MIKINDUNI,Mikinduni,7570
004,TANA RIVER,Tana River,019,GALOLE,Galole,0094,CHEWANI,Chewani,14333
004,TANA RIVER,Tana River,019,GALOLE,Galole,0095,WAYU,Wayu,9744
004,TANA RIVER,Tana River,020,BURA,Bura,0096,CHEWELE,Chewele,8109
004,TANA RIVER,Tana River,020,BURA,Bura,0097,HIRIMANI,Hirimani,10750
004,TANA RIVER,Tana River,020,BURA,Bura,0098,BANGALE,Bangale,10129
004,TANA RIVER,Tana River,020,BURA,Bura,0099,SALA,Sala,8806
004,TANA RIVER,Tana River,020,BURA,Bura,0100,MADOGO,Madogo,7884
005,LAMU,Lamu,021,LAMU EAST,Lamu East,0101,FAZA,Faza,16515
005,LAMU,Lamu,021,LAMU EAST,Lamu East,0102,KIUNGA,Kiunga,4583
005,LAMU,Lamu,021,LAMU EAST,Lamu East,0103,BASUBA,Basuba,949
005,LAMU,Lamu,022,LAMU WEST,Lamu West,0104,SHELLA,Shella,3632
005,LAMU,Lamu,022,LAMU WEST,Lamu West,0105,MKOMANI,Mkomani,12571
005,LAMU,Lamu,022,LAMU WEST,Lamu West,0106,HINDI,Hindi,8533
005,LAMU,Lamu,022,LAMU WEST,Lamu West,0107,MKUNUMBI,Mkunumbi,8866
005,LAMU,Lamu,022,LAMU WEST,Lamu West,0108,HONGWE,Hongwe,5071
005,LAMU,Lamu,022,LAMU WEST,Lamu West,0109,WITU,Witu,9697
005,LAMU,Lamu,022,LAMU WEST,Lamu West,0110,BAHARI,Bahari,11036
006,TAITA TAVETA,Taita Taveta,023,TAVETA,Taveta,0111,CHALA,Chala,9682
006,TAITA TAVETA,Taita Taveta,023,TAVETA,Taveta,0112,MAHOO,Mahoo,6817
006,TAITA TAVETA,Taita Taveta,023,TAVETA,Taveta,0113,BOMANI,Bomani,10441
006,TAITA TAVETA,Taita Taveta,023,TAVETA,Taveta,0114,MBOGHONI,Mboghoni,8103
006,TAITA TAVETA,Taita Taveta,023,TAVETA,Taveta,0115,MATA,Mata,5988
006,TAITA TAVETA,Taita Taveta,024,WUNDANYI,Wundanyi,0116,WUNDANYI/MBALE,Wundanyi/Mbale,12988
006,TAITA TAVETA,Taita Taveta,024,WUNDANYI,Wundanyi,0117,WERUGHA,Werugha,6085
006,TAITA TAVETA,Taita Taveta,024,WUNDANYI,Wundanyi,0118,WUMINGU/KISHUSHE,Wumingu/Kishushe,8007
006,TAITA TAVETA,Taita Taveta,024,WUNDANYI,Wundanyi,0119,MWANDA/MGANGE,Mwanda/Mgange,7928
006,TAITA TAVETA,Taita Taveta,025,MWATATE,Mwatate,0120,RONG'E,Rong'e,7080
006,TAITA TAVETA,Taita Taveta,025,MWATATE,Mwatate,0121,MWATATE,Mwatate,10082
006,TAITA TAVETA,Taita Taveta,025,MWATATE,Mwatate,0122,BURA,Bura,9937
006,TAITA TAVETA,Taita Taveta,025,MWATATE,Mwatate,0123,CHAWIA,Chawia,9208
006,TAITA TAVETA,Taita Taveta,025,MWATATE,Mwatate,0124,WUSI/KISHAMBA,Wusi/Kishamba,8104
006,TAITA TAVETA,Taita Taveta,026,VOI,Voi,0125,MBOLOLO,Mbololo,15880
006,TAITA TAVETA,Taita Taveta,026,VOI,Voi,0126,SAGALLA,Sagalla,7067
006,TAITA TAVETA,Taita Taveta,026,VOI,Voi,0127,KALOLENI,Kaloleni,17547
006,TAITA TAVETA,Taita Taveta,026,VOI,Voi,0128,MARUNGU,Marungu,6681
006,TAITA TAVETA,Taita Taveta,026,VOI,Voi,0129,KASIGAU,Kasigau,7829
006,TAITA TAVETA,Taita Taveta,026,VOI,Voi,0130,NGOLIA,Ngolia,6373
007,GARISSA,Garissa,027,GARISSA TOWNSHIP,Garissa Township,0131,WABERI,Waberi,11657
007,GARISSA,Garissa,027,GARISSA TOWNSHIP,Garissa Township,0132,GALBET,Galbet,16698
007,GARISSA,Garissa,027,GARISSA TOWNSHIP,Garissa Township,0133,TOWNSHIP,Township,13419
007,GARISSA,Garissa,027,GARISSA TOWNSHIP,Garissa Township,0134,IFTIN,Iftin,11479
007,GARISSA,Garissa,028,BALAMBALA,Balambala,0135,BALAMBALA,Balambala,4414
007,GARISSA,Garissa,028,BALAMBALA,Balambala,0136,DANYERE,Danyere,3924
007,GARISSA,Garissa,028,BALAMBALA,Balambala,0137,JARA JARA,Jara Jara,2729
007,GARISSA,Garissa,028,BALAMBALA,Balambala,0138,SAKA,Saka,5413
007,GARISSA,Garissa,028,BALAMBALA,Balambala,0139,SANKURI,Sankuri,9605
007,GARISSA,Garissa,029,LAGDERA,Lagdera,0140,MODOGASHE,Modogashe,6388
007,GARISSA,Garissa,029,LAGDERA,Lagdera,0141,BENANE,Benane,4463
007,GARISSA,Garissa,029,LAGDERA,Lagdera,0142,GOREALE,Goreale,2438
007,GARISSA,Garissa,029,LAGDERA,Lagdera,0143,MAALIMIN,Maalimin,5091
007,GARISSA,Garissa,029,LAGDERA,Lagdera,0144,SABENA,Sabena,3394
007,GARISSA,Garissa,029,LAGDERA,Lagdera,0145,BARAKI,Baraki,5175
007,GARISSA,Garissa,030,DADAAB,Dadaab,0146,DERTU,Dertu,3744
007,GARISSA,Garissa,030,DADAAB,Dadaab,0147,DADAAB,Dadaab,5657
007,GARISSA,Garissa,030,DADAAB,Dadaab,0148,LABASIGALE,Labasigale,4331
007,GARISSA,Garissa,030,DADAAB,Dadaab,0149,DAMAJALE,Damajale,9760
007,GARISSA,Garissa,030,DADAAB,Dadaab,0150,LIBOI,Liboi,5362
007,GARISSA,Garissa,030,DADAAB,Dadaab,0151,ABAKAILE,Abakaile,9331
007,GARISSA,Garissa,031,FAFI,Fafi,0152,BURA,Bura,5272
007,GARISSA,Garissa,031,FAFI,Fafi,0153,DEKAHARIA,Dekaharia,4740
007,GARISSA,Garissa,031,FAFI,Fafi,0154,JARAJILA,Jarajila,3123
007,GARISSA,Garissa,031,FAFI,Fafi,0155,FAFI,Fafi,7050
007,GARISSA,Garissa,031,FAFI,Fafi,0156,NANIGHI,Nanighi,7150
007,GARISSA,Garissa,032,IJARA,Ijara,0157,HULUGHO,Hulugho,6266
007,GARISSA,Garissa,032,IJARA,Ijara,0158,SANGAILU,Sangailu,4919
007,GARISSA,Garissa,032,IJARA,Ijara,0159,IJARA,Ijara,7383
007,GARISSA,Garissa,032,IJARA,Ijara,0160,MASALANI,Masalani,11098
008,WAJIR,Wajir,033,WAJIR NORTH,Wajir North,0161,GURAR,Gurar,3885
008,WAJIR,Wajir,033,WAJIR NORTH,Wajir North,0162,BUTE,Bute,3786
008,WAJIR,Wajir,033,WAJIR NORTH,Wajir North,0163,KORONDILE,Korondile,5317
008,WAJIR,Wajir,033,WAJIR NORTH,Wajir North,0164,MALKAGUFU,Malkagufu,4031
008,WAJIR,Wajir,033,WAJIR NORTH,Wajir North,0165,BATALU,Batalu,6364
008,WAJIR,Wajir,033,WAJIR NORTH,Wajir North,0166,DANABA,Danaba,7376
008,WAJIR,Wajir,033,WAJIR NORTH,Wajir North,0167,GODOMA,Godoma,3168
008,WAJIR,Wajir,034,WAJIR EAST,Wajir East,0168,WAGBERI,Wagberi,7353
008,WAJIR,Wajir,034,WAJIR EAST,Wajir East,0169,TOWNSHIP,Township,10065
008,WAJIR,Wajir,034,WAJIR EAST,Wajir East,0170,BARWAGO,Barwago,10302
008,WAJIR,Wajir,034,WAJIR EAST,Wajir East,0171,KHOROF/HARAR,Khorof/Harar,8074
008,WAJIR,Wajir,035,TARBAJ,Tarbaj,0172,ELBEN,Elben,3562
008,WAJIR,Wajir,035,TARBAJ,Tarbaj,0173,SARMAN,Sarman,7416
008,WAJIR,Wajir,035,TARBAJ,Tarbaj,0174,TARBAJ,Tarbaj,9869
008,WAJIR,Wajir,035,TARBAJ,Tarbaj,0175,WARGADUD,Wargadud,4420
008,WAJIR,Wajir,036,WAJIR WEST,Wajir West,0176,ARBAJAHAN,Arbajahan,8593
008,WAJIR,Wajir,036,WAJIR WEST,Wajir West,0177,HADADO/ATHIBOHOL,Hadado/Athibohol,7818
008,WAJIR,Wajir,036,WAJIR WEST,Wajir West,0178,ADAMASAJIDE,Adamasajide,6541
008,WAJIR,Wajir,036,WAJIR WEST,Wajir West,0179,GANYURE/WAGALLA,Ganyure/Wagalla,8382
008,WAJIR,Wajir,037,ELDAS,Eldas,0180,ELDAS,Eldas,4630
008,WAJIR,Wajir,037,ELDAS,Eldas,0181,DELLA,Della,6188
008,WAJIR,Wajir,037,ELDAS,Eldas,0182,LAKOLEY SOUTH/BASIR,Lakoley South/Basir,3443
008,WAJIR,Wajir,037,ELDAS,Eldas,0183,ELNUR/TULA TULA,Elnur/Tula Tula,9098
008,WAJIR,Wajir,038,WAJIR SOUTH,Wajir South,0184,BENANE,Benane,11797
008,WAJIR,Wajir,038,WAJIR SOUTH,Wajir South,0185,BURDER,Burder,4863
008,WAJIR,Wajir,038,WAJIR SOUTH,Wajir South,0186,DADAJA BULLA,Dadaja Bulla,5389
008,WAJIR,Wajir,038,WAJIR SOUTH,Wajir South,0187,HABASSWEIN,Habasswein,11026
008,WAJIR,Wajir,038,WAJIR SOUTH,Wajir South,0188,LAGBOGHOL SOUTH,Lagboghol South,7541
008,WAJIR,Wajir,038,WAJIR SOUTH,Wajir South,0189,IBRAHIM URE,Ibrahim Ure,6179
008,WAJIR,Wajir,038,WAJIR SOUTH,Wajir South,0190,DIIF,Diif,11282
009,MANDERA,Mandera,039,MANDERA WEST,Mandera West,0191,TAKABA SOUTH,Takaba South,6742
009,MANDERA,Mandera,039,MANDERA WEST,Mandera West,0192,TAKABA,Takaba,5683
009,MANDERA,Mandera,039,MANDERA WEST,Mandera West,0193,LAGSURE,Lagsure,6746
009,MANDERA,Mandera,039,MANDERA WEST,Mandera West,0194,DANDU,Dandu,9544
009,MANDERA,Mandera,039,MANDERA WEST,Mandera West,0195,GITHER,Gither,8922
009,MANDERA,Mandera,040,BANISSA,Banissa,0196,BANISSA,Banissa,9898
009,MANDERA,Mandera,040,BANISSA,Banissa,0197,DERKHALE,Derkhale,7068
009,MANDERA,Mandera,040,BANISSA,Banissa,0198,GUBA,Guba,1539
009,MANDERA,Mandera,040,BANISSA,Banissa,0199,MALKAMARI,Malkamari,6440
009,MANDERA,Mandera,040,BANISSA,Banissa,0200,KILIWEHIRI,Kiliwehiri,7758
009,MANDERA,Mandera,041,MANDERA NORTH,Mandera North,0201,ASHABITO,Ashabito,7806
009,MANDERA,Mandera,041,MANDERA NORTH,Mandera North,0202,GUTICHA,Guticha,10038
009,MANDERA,Mandera,041,MANDERA NORTH,Mandera North,0203,MOROTHILE,Morothile,2777
009,MANDERA,Mandera,041,MANDERA NORTH,Mandera North,0204,RHAMU,Rhamu,15408
009,MANDERA,Mandera,041,MANDERA NORTH,Mandera North,0205,RHAMU-DIMTU,Rhamu-Dimtu,9187
009,MANDERA,Mandera,042,MANDERA SOUTH,Mandera South,0206,WARGADUD,Wargadud,7341
009,MANDERA,Mandera,042,MANDERA SOUTH,Mandera South,0207,KUTULO,Kutulo,7123
009,MANDERA,Mandera,042,MANDERA SOUTH,Mandera South,0208,ELWAK SOUTH,Elwak South,6095
009,MANDERA,Mandera,042,MANDERA SOUTH,Mandera South,0209,ELWAK NORTH,Elwak North,6279
009,MANDERA,Mandera,042,MANDERA SOUTH,Mandera South,0210,SHIMBIR FATUMA,Shimbir Fatuma,7853
009,MANDERA,Mandera,043,MANDERA EAST,Mandera East,0211,ARABIA,Arabia,4187
009,MANDERA,Mandera,043,MANDERA EAST,Mandera East,0212,TOWNSHIP,Township,14790
009,MANDERA,Mandera,043,MANDERA EAST,Mandera East,0213,NEBOI,Neboi,11840
009,MANDERA,Mandera,043,MANDERA EAST,Mandera East,0214,KHALALIO,Khalalio,11106
009,MANDERA,Mandera,043,MANDERA EAST,Mandera East,0215,LIBEHIA,Libehia,6296
009,MANDERA,Mandera,044,LAFEY,Lafey,0216,SALA,Sala,2412
009,MANDERA,Mandera,044,LAFEY,Lafey,0217,FINO,Fino,2786
009,MANDERA,Mandera,044,LAFEY,Lafey,0218,LAFEY,Lafey,4932
009,MANDERA,Mandera,044,LAFEY,Lafey,0219,WARANQARA,Waranqara,3956
009,MANDERA,Mandera,044,LAFEY,Lafey,0220,ALANGO GOF,Alango Gof,4478
010,MARSABIT,Marsabit,045,MOYALE,Moyale,0221,BUTIYE,Butiye,9614
010,MARSABIT,Marsabit,045,MOYALE,Moyale,0222,SOLOLO,Sololo,8376
010,MARSABIT,Marsabit,045,MOYALE,Moyale,0223,HEILLU/MANYATTA,Heillu/Manyatta,10431
010,MARSABIT,Marsabit,045,MOYALE,Moyale,0224,GOLBO,Golbo,15692
010,MARSABIT,Marsabit,045,MOYALE,Moyale,0225,MOYALE TOWNSHIP,Moyale Township,10237
010,MARSABIT,Marsabit,045,MOYALE,Moyale,0226,URAN,Uran,7932
010,MARSABIT,Marsabit,045,MOYALE,Moyale,0227,OBBU,Obbu,4120
010,MARSABIT,Marsabit,046,NORTH HORR,North Horr,0228,DUKANA,Dukana,8075
010,MARSABIT,Marsabit,046,NORTH HORR,North Horr,0229,MAIKONA,Maikona,9865
010,MARSABIT,Marsabit,046,NORTH HORR,North Horr,0230,TURBI,Turbi,6677
010,MARSABIT,Marsabit,046,NORTH HORR,North Horr,0231,NORTH HORR,North Horr,8547
010,MARSABIT,Marsabit,046,NORTH HORR,North Horr,0232,ILLERET,Illeret,3691
010,MARSABIT,Marsabit,047,SAKU,Saku,0233,SAGANTE/JALDESA,Sagante/Jaldesa,9027
010,MARSABIT,Marsabit,047,SAKU,Saku,0234,KARARE,Karare,4723
010,MARSABIT,Marsabit,047,SAKU,Saku,0235,MARSABIT CENTRAL,Marsabit Central,16459
010,MARSABIT,Marsabit,048,LAISAMIS,Laisamis,0236,LOIYANGALANI,Loiyangalani,7669
010,MARSABIT,Marsabit,048,LAISAMIS,Laisamis,0237,KARGI/SOUTH HORR,Kargi/South Horr,5327
010,MARSABIT,Marsabit,048,LAISAMIS,Laisamis,0238,KORR/NGURUNIT,Korr/Ngurunit,9392
010,MARSABIT,Marsabit,048,LAISAMIS,Laisamis,0239,LOGO LOGO,Logo Logo,4133
010,MARSABIT,Marsabit,048,LAISAMIS,Laisamis,0240,LAISAMIS,Laisamis,6925
011,ISIOLO,Isiolo,049,ISIOLO NORTH,Isiolo North,0241,WABERA,Wabera,15034
011,ISIOLO,Isiolo,049,ISIOLO NORTH,Isiolo North,0242,BULLA PESA,Bulla Pesa,15125
011,ISIOLO,Isiolo,049,ISIOLO NORTH,Isiolo North,0243,CHARI,Chari,4486
011,ISIOLO,Isiolo,049,ISIOLO NORTH,Isiolo North,0244,CHERAB,Cherab,8065
011,ISIOLO,Isiolo,049,ISIOLO NORTH,Isiolo North,0245,NGARE MARA,Ngare Mara,5434
011,ISIOLO,Isiolo,049,ISIOLO NORTH,Isiolo North,0246,BURAT,Burat,13195
011,ISIOLO,Isiolo,049,ISIOLO NORTH,Isiolo North,0247,OLDO/NYIRO,Oldo/Nyiro,5984
011,ISIOLO,Isiolo,050,ISIOLO SOUTH,Isiolo South,0248,GARBATULLA,Garbatulla,7238
011,ISIOLO,Isiolo,050,ISIOLO SOUTH,Isiolo South,0249,KINNA,Kinna,8885
011,ISIOLO,Isiolo,050,ISIOLO SOUTH,Isiolo South,0250,SERICHO,Sericho,6058
012,MERU,Meru,051,IGEMBE SOUTH,Igembe South,0251,MAUA,Maua,17213
012,MERU,Meru,051,IGEMBE SOUTH,Igembe South,0252,KIEGOI/ANTUBOCHIU,Kiegoi/Antubochiu,16514
012,MERU,Meru,051,IGEMBE SOUTH,Igembe South,0253,ATHIRU GAITI,Athiru Gaiti,14443
012,MERU,Meru,051,IGEMBE SOUTH,Igembe South,0254,AKACHIU,Akachiu,14371
012,MERU,Meru,051,IGEMBE SOUTH,Igembe South,0255,KANUNI,Kanuni,14585
012,MERU,Meru,052,IGEMBE CENTRAL,Igembe Central,0256,AKIRANG'ONDU,Akirang'ondu,15637
012,MERU,Meru,052,IGEMBE CENTRAL,Igembe Central,0257,ATHIRU RUUJINE,Athiru Ruujine,19920
012,MERU,Meru,052,IGEMBE CENTRAL,Igembe Central,0258,IGEMBE EAST,Igembe East,19964
012,MERU,Meru,052,IGEMBE CENTRAL,Igembe Central,0259,NJIA,Njia,21810
012,MERU,Meru,052,IGEMBE CENTRAL,Igembe Central,0260,KANGETA,Kangeta,16103
012,MERU,Meru,053,IGEMBE NORTH,Igembe North,0261,ANTUAMBUI,Antuambui,17113
012,MERU,Meru,053,IGEMBE NORTH,Igembe North,0262,NTUNENE,Ntunene,11829
012,MERU,Meru,053,IGEMBE NORTH,Igembe North,0263,ANTUBETWE KIONGO,Antubetwe Kiongo,15108
012,MERU,Meru,053,IGEMBE NORTH,Igembe North,0264,NAATHU,Naathu,13879
012,MERU,Meru,053,IGEMBE NORTH,Igembe North,0265,AMWATHI,Amwathi,19121
012,MERU,Meru,054,TIGANIA WEST,Tigania West,0266,ATHWANA,Athwana,9123
012,MERU,Meru,054,TIGANIA WEST,Tigania West,0267,AKITHII,Akithii,16709
012,MERU,Meru,054,TIGANIA WEST,Tigania West,0268,KIANJAI,Kianjai,21037
012,MERU,Meru,054,TIGANIA WEST,Tigania West,0269,NKOMO,Nkomo,13030
012,MERU,Meru,054,TIGANIA WEST,Tigania West,0270,MBEU,Mbeu,10384
012,MERU,Meru,055,TIGANIA EAST,Tigania East,0271,THANGATHA,Thangatha,21025
012,MERU,Meru,055,TIGANIA EAST,Tigania East,0272,MIKINDURI,Mikinduri,18246
012,MERU,Meru,055,TIGANIA EAST,Tigania East,0273,KIGUCHWA,Kiguchwa,11544
012,MERU,Meru,055,TIGANIA EAST,Tigania East,0274,MUTHARA,Muthara,19902
012,MERU,Meru,055,TIGANIA EAST,Tigania East,0275,KARAMA,Karama,12810
012,MERU,Meru,056,NORTH IMENTI,North Imenti,0276,MUNICIPALITY,Municipality,23655
012,MERU,Meru,056,NORTH IMENTI,North Imenti,0277,NTIMA EAST,Ntima East,14904
012,MERU,Meru,056,NORTH IMENTI,North Imenti,0278,NTIMA WEST,Ntima West,19161
012,MERU,Meru,056,NORTH IMENTI,North Imenti,0279,NYAKI WEST,Nyaki West,21192
012,MERU,Meru,056,NORTH IMENTI,North Imenti,0280,NYAKI EAST,Nyaki East,17329
012,MERU,Meru,057,BUURI,Buuri,0281,TIMAU,Timau,22215
012,MERU,Meru,057,BUURI,Buuri,0282,KISIMA,Kisima,18075
012,MERU,Meru,057,BUURI,Buuri,0283,KIIRUA/NAARI,Kiirua/Naari,15690
